transaction_amount,transaction_time,location,device_type,transaction_type,transaction_frequency,past_fraud,fraudulent
9.5,12,3,2,0,48,0,1
30.47,11,0,0,2,6,0,0
64.53,10,6,1,3,11,0,0
19.63,22,5,0,1,13,0,0
72.14,1,1,3,2,2,0,0
59.32,18,3,3,3,49,0,0
6.85,7,1,1,1,2,0,0
10.24,12,3,3,0,13,0,0
52.33,13,2,2,2,19,0,0
1.33,14,5,3,2,33,0,0
17.3,16,0,2,1,37,0,0
4.8,14,2,0,1,25,0,0
12.47,20,5,0,0,48,0,0
14.9,9,0,3,0,38,0,0
14.04,0,0,3,4,46,0,0
11.56,11,0,1,1,40,0,1
6.71,8,1,0,0,18,1,0
198.72,22,1,2,1,29,0,0
129.99,4,6,1,0,37,0,1
6.28,21,1,1,3,11,0,0
97.72,14,4,0,0,45,0,0
13.47,2,3,1,0,41,0,0
22.86,18,6,2,3,47,0,1
18.85,6,3,1,3,45,0,1
10.38,6,6,2,4,23,1,1
53.72,6,3,2,0,23,0,0
22.78,1,6,3,3,35,0,0
12.47,1,5,0,4,3,0,1
5.45,11,0,0,4,47,0,0
8.22,4,5,0,1,18,0,0
3.89,3,6,0,3,9,0,0
20.33,6,2,2,2,48,0,1
6.07,15,7,0,3,20,0,0
15.4,2,4,0,3,24,0,0
79.05,20,6,2,4,17,0,0
66.64,1,2,3,3,45,0,0
19.45,16,0,0,3,12,0,0
18.41,8,3,1,4,33,0,0
131.61,19,6,3,4,6,0,0
33.81,7,2,3,1,30,0,0
14.47,11,0,3,1,6,0,0
4.83,6,6,0,3,48,0,1
29.78,13,5,2,3,23,0,0
46.03,15,5,0,0,46,0,0
10.68,0,6,0,2,7,0,0
26.88,9,6,3,0,26,0,0
13.96,10,1,2,0,3,0,0
16.71,6,0,0,3,25,0,0
1.67,17,7,0,4,3,0,0
16.09,18,5,0,4,15,1,0
52.95,13,3,0,2,39,0,0
10.68,16,6,2,4,4,0,0
21.17,22,1,2,3,38,0,0
9.43,18,7,2,4,45,0,0
28.8,21,0,1,1,21,0,0
16.18,12,4,2,2,30,0,0
7.85,22,6,2,4,7,0,0
76.14,2,5,3,4,13,0,0
50.85,1,2,0,1,43,0,0
10.97,8,4,0,0,7,0,0
33.04,6,0,3,3,23,0,0
34.38,13,2,2,4,44,0,0
38.18,4,5,0,1,7,0,0
3.69,19,4,1,1,10,0,0
54.96,14,3,1,0,14,0,0
11.36,19,4,3,4,5,0,0
14.04,0,0,1,0,19,0,1
280.87,19,1,3,2,37,0,0
27.16,6,6,1,1,33,0,0
13.65,4,4,1,3,14,0,0
2.21,3,6,1,1,3,0,0
80.62,10,7,3,0,7,0,0
5.23,18,6,0,3,30,0,0
7.36,5,1,3,3,27,0,0
14.42,19,1,2,1,36,0,0
82.8,17,5,2,3,38,0,0
43.52,4,1,1,4,11,0,0
17.15,19,6,1,1,43,0,0
27.34,14,4,0,0,36,0,0
11.02,20,0,0,2,16,0,0
23.1,19,7,0,0,17,0,0
21.61,5,6,1,4,19,0,0
52.92,3,1,3,2,35,0,0
52.84,16,1,1,2,38,0,0
32.92,14,7,2,0,48,0,1
13.98,17,5,1,1,45,0,0
42.17,5,2,0,1,2,0,1
18.32,23,1,2,2,39,0,0
6.81,19,2,1,0,27,0,0
13.42,21,3,0,0,1,0,0
21.86,18,7,1,1,2,0,0
49.91,11,2,1,4,49,0,0
16.72,8,4,0,1,15,0,0
5.99,7,1,2,1,1,0,0
21.26,14,6,2,4,6,0,0
22.5,0,6,3,1,30,0,0
24.19,1,4,2,2,44,0,1
50.39,2,1,1,2,27,0,1
55.64,18,5,0,2,17,0,0
11.09,9,0,2,2,40,0,0
10.85,13,1,1,2,24,0,0
7.1,18,1,1,0,22,0,0
40.4,10,0,2,0,15,0,0
85.53,20,5,0,4,45,0,1
14.66,5,5,0,3,21,0,0
15.78,18,3,3,2,27,0,0
87.08,13,3,0,3,16,0,0
33.3,7,3,0,3,47,0,1
31.07,1,5,2,2,14,0,0
6.1,21,2,2,1,4,0,0
39.6,17,1,1,4,24,0,1
7.93,21,7,2,3,13,0,0
6.46,3,4,3,1,5,1,0
14.2,2,3,1,1,40,0,0
11.18,1,4,0,2,33,0,0
16.09,23,4,2,4,45,0,0
4.75,3,7,3,2,37,0,1
52.4,17,2,1,4,8,0,0
62.03,10,1,3,2,39,1,1
2.87,8,4,3,4,19,0,0
53.43,7,0,0,0,10,0,0
8.93,20,0,1,1,42,0,1
47.32,7,0,2,1,39,0,0
18.76,4,7,0,1,19,0,0
20.67,12,2,3,4,31,0,0
16.69,6,0,1,1,14,0,0
67.5,20,6,0,0,25,0,0
5.81,4,6,2,0,8,0,0
36.89,12,0,3,3,4,0,0
60.42,19,7,1,1,47,0,0
41.11,15,1,0,2,5,0,0
205.35,13,2,0,2,36,0,0
11.83,4,2,3,2,44,0,0
52.32,22,0,0,0,6,0,0
18.06,18,5,2,3,30,0,0
68.95,3,7,2,3,40,0,1
19.93,23,3,2,0,38,0,0
13.63,21,7,1,3,37,1,0
74.15,23,1,0,2,41,0,0
12.29,10,2,2,2,19,0,0
4.89,1,3,2,0,42,0,1
11.98,12,0,1,2,43,0,0
37.3,15,4,0,4,18,0,0
80.8,8,1,2,2,21,0,0
22.45,15,2,2,1,37,1,1
75.05,6,0,2,0,43,0,0
5.16,15,6,1,0,17,0,0
12.89,12,2,0,3,31,0,1
15.05,4,6,2,3,21,0,1
17.91,14,0,3,3,11,0,0
21.85,6,6,1,1,16,0,0
40.08,17,5,3,2,9,0,0
12.87,19,4,0,0,23,0,0
23.08,22,4,1,2,39,0,0
19.2,1,0,1,3,23,1,0
7.96,7,0,1,0,3,1,0
17.93,9,5,0,3,49,0,0
17.4,9,4,3,1,6,0,0
17.03,10,3,2,0,20,0,0
20.73,20,1,0,3,15,0,0
21.66,20,4,2,3,46,0,0
13.04,7,3,2,3,30,0,0
71.72,15,7,2,1,32,0,0
6.24,15,5,1,2,6,0,0
9.77,16,3,1,2,31,0,1
323.75,5,4,3,2,16,0,0
7.11,17,1,0,1,29,0,0
5.19,16,1,2,2,22,0,0
41.87,11,2,0,2,40,0,0
2.52,14,4,0,1,28,0,0
15.87,6,3,0,0,15,0,0
171.71,13,5,1,3,21,0,0
4.28,3,2,2,3,8,1,0
2.77,16,3,2,1,1,0,0
4.49,10,0,0,2,30,0,0
49.32,5,1,3,4,2,0,1
61.85,9,5,1,2,24,0,0
12.03,14,4,0,4,49,0,0
39.77,5,4,0,3,5,0,1
80.66,15,0,2,1,12,0,0
119.98,11,3,3,2,5,0,0
15.7,18,4,0,1,34,0,0
2.01,15,4,3,2,14,0,0
8.84,13,4,2,2,12,0,0
13.11,5,1,2,2,27,0,0
15.5,8,1,0,4,2,0,1
16.65,21,0,3,1,49,0,0
61.49,0,3,0,3,36,0,0
71.84,21,3,0,0,45,0,0
16.92,7,4,0,4,38,0,0
60.25,6,5,0,3,3,0,0
28.72,13,2,3,1,36,0,0
21.42,7,1,0,0,8,0,0
49.73,10,2,2,0,2,0,0
21.59,23,2,2,1,41,0,0
157.25,8,4,3,4,42,0,1
4.77,18,1,0,2,29,0,0
12.0,6,3,0,2,45,0,1
17.7,5,1,1,2,25,0,0
31.17,17,0,0,3,49,0,0
71.38,4,2,3,1,4,0,0
19.6,18,4,3,4,10,0,0
4.84,10,4,1,1,44,0,1
46.64,4,5,2,0,17,0,0
42.73,23,1,3,3,1,0,0
2.88,8,7,0,4,3,0,0
20.01,23,5,0,0,38,0,1
4.1,7,3,2,2,30,0,0
10.33,10,4,1,2,5,0,0
8.14,21,4,3,2,44,0,0
45.12,5,3,0,1,11,0,0
22.57,14,0,2,0,9,0,0
5.55,5,5,2,4,47,0,1
48.43,21,7,2,0,14,0,0
4.79,10,5,0,4,19,0,0
27.94,14,1,2,3,13,0,0
8.9,11,3,2,3,21,0,0
13.93,8,5,2,4,39,0,0
33.26,9,6,3,0,43,0,0
33.83,14,1,0,4,2,0,0
76.48,16,4,3,4,30,0,0
18.5,15,1,1,2,23,0,0
27.29,21,6,2,4,27,0,0
12.97,7,7,0,2,1,0,0
24.09,16,4,1,2,7,0,0
31.17,10,3,3,4,2,0,0
18.2,10,5,1,1,23,0,0
3.31,5,5,3,0,31,0,0
27.98,21,3,0,4,29,0,0
28.92,1,7,3,3,14,0,0
10.17,0,4,1,4,43,0,0
5.56,19,6,3,4,5,0,0
87.87,5,6,3,3,11,0,1
32.83,4,4,1,2,46,0,0
15.97,22,7,1,2,41,0,0
6.44,21,6,2,1,33,0,0
8.83,21,4,1,4,29,0,0
73.89,8,1,3,4,6,0,0
23.05,4,4,0,0,7,0,0
11.58,17,7,0,2,45,0,0
33.44,23,5,2,4,10,0,0
8.9,18,2,3,0,20,0,0
90.09,14,1,1,1,9,0,0
77.7,14,4,3,0,17,0,0
12.6,8,1,1,2,36,0,0
10.71,13,5,1,2,46,0,1
1.47,4,3,1,1,6,0,1
4.57,16,7,2,4,1,0,0
5.26,14,7,1,0,11,0,0
22.99,19,0,3,4,43,0,0
14.49,16,5,2,4,17,0,0
5.23,23,3,2,4,39,0,0
15.16,23,5,0,3,9,0,0
33.29,8,1,2,1,16,0,1
34.05,12,7,3,4,27,0,0
3.01,21,0,0,1,41,0,0
17.67,12,7,1,4,5,0,0
5.04,4,6,0,0,38,0,0
49.49,13,1,2,0,8,0,0
44.0,6,4,1,1,9,0,0
8.18,4,1,1,4,13,0,0
9.34,11,2,3,1,3,0,0
12.66,2,1,2,1,27,0,1
2.11,8,1,3,3,37,0,0
28.11,9,1,2,4,20,0,0
15.29,0,4,2,3,33,0,0
52.99,13,0,1,4,13,0,0
6.7,0,2,1,2,24,0,1
10.81,9,3,0,2,42,0,0
4.45,10,0,2,3,24,0,0
7.36,19,0,2,2,20,0,0
6.16,1,7,1,3,27,0,0
54.38,22,7,2,2,18,0,0
9.99,1,7,2,3,28,0,0
22.74,22,7,2,2,36,0,0
13.73,23,7,3,1,33,0,0
5.64,10,2,0,1,32,0,0
16.97,7,6,0,1,7,1,1
36.57,2,3,2,4,15,0,0
6.0,8,7,2,0,14,0,0
45.11,15,4,1,3,35,0,0
8.59,15,0,0,0,40,0,0
12.39,9,0,0,1,31,1,1
34.15,5,2,1,3,31,0,0
10.35,19,6,0,3,26,1,1
20.85,23,7,3,4,25,0,0
14.66,19,4,1,0,46,0,0
22.86,19,6,2,0,6,0,0
1.86,10,5,3,2,27,0,0
3.22,7,7,0,3,32,0,0
37.19,19,5,2,1,12,0,0
56.67,0,0,0,2,47,1,1
8.08,5,0,0,2,30,0,1
15.74,7,1,2,3,24,0,0
26.97,13,3,2,2,24,1,1
40.17,2,2,3,3,22,0,0
2.64,1,1,0,3,4,0,1
8.28,21,3,1,2,19,0,0
14.4,0,0,1,1,25,0,0
40.57,10,5,1,2,5,0,0
244.31,20,2,0,0,4,0,0
15.99,5,6,0,3,29,0,0
4.92,7,6,2,1,9,0,0
30.03,6,1,3,4,38,0,0
75.26,5,1,0,4,40,0,0
22.38,17,2,1,2,34,0,0
8.11,11,6,0,4,8,0,0
52.35,7,7,3,0,11,0,0
39.0,23,7,0,2,34,0,0
7.2,20,1,3,2,46,0,1
29.41,18,4,2,1,32,0,0
54.45,23,6,3,3,32,0,0
65.49,4,5,1,2,49,0,0
18.79,18,1,0,2,5,0,0
14.04,8,0,0,2,32,0,0
68.53,11,7,1,1,5,0,0
5.99,14,3,3,2,32,0,0
31.14,22,4,0,3,1,0,0
5.1,12,1,0,3,6,0,0
58.29,23,5,3,2,39,0,0
15.52,12,2,3,1,25,0,0
71.42,20,7,3,4,27,0,0
32.83,20,6,0,2,46,0,0
5.91,4,7,1,2,14,0,0
83.48,1,4,1,0,48,0,0
94.75,18,0,2,1,9,0,0
48.54,7,2,3,3,28,0,0
9.38,13,7,1,1,24,0,0
14.79,5,1,3,1,9,0,1
23.23,6,3,0,2,36,0,0
9.94,13,2,1,0,39,0,0
109.11,5,7,0,2,37,0,0
23.2,15,3,2,1,49,0,0
1.35,3,1,1,2,42,0,0
28.2,6,7,1,1,34,0,0
14.18,15,3,2,3,3,0,0
18.64,3,3,3,2,21,0,0
13.89,6,5,1,2,39,0,0
45.02,20,7,2,3,37,0,0
61.54,1,2,0,2,42,0,0
26.66,22,1,2,1,36,0,0
14.31,7,5,0,4,2,0,0
19.27,9,3,2,2,17,0,0
20.48,1,5,1,3,41,0,0
9.0,5,5,3,3,29,0,0
35.84,3,3,1,4,25,0,0
31.82,20,1,1,1,21,0,0
93.73,0,7,0,0,19,0,1
70.48,5,4,1,1,29,0,1
10.12,11,6,2,2,3,0,0
45.62,13,5,3,3,39,0,0
7.76,14,2,1,3,12,0,0
40.28,23,3,3,1,44,0,1
11.98,17,6,0,1,26,0,0
7.22,16,4,1,2,39,0,1
26.58,8,5,3,1,31,0,0
1.38,14,4,2,4,8,0,0
3.49,17,3,3,4,35,0,0
16.82,23,3,2,0,5,0,0
21.81,20,5,2,3,27,0,0
13.88,17,7,0,2,26,0,0
4.14,4,0,3,2,27,0,1
8.86,15,0,1,1,13,0,0
29.7,8,2,1,3,23,0,0
35.94,21,3,1,0,1,0,0
19.76,2,3,1,0,28,0,0
63.87,11,5,3,0,15,0,0
29.89,23,6,0,3,13,0,0
9.51,13,3,1,0,40,0,0
15.17,0,7,1,4,5,1,0
4.94,8,3,2,1,39,0,0
18.03,8,5,3,0,26,0,0
61.07,19,0,2,4,47,0,0
39.86,12,3,2,4,7,0,0
81.61,7,7,0,2,35,0,0
14.84,10,5,1,1,49,0,0
77.18,13,2,1,2,22,0,0
16.56,15,5,3,3,9,0,0
87.5,10,7,2,4,1,0,0
19.65,18,0,1,2,15,0,0
40.74,21,6,0,1,30,0,0
87.8,9,3,2,4,3,0,0
16.55,7,2,0,0,6,0,0
24.99,10,4,0,1,31,0,0
72.88,7,3,0,0,5,0,0
17.58,19,3,1,3,4,0,0
5.36,9,7,0,0,25,1,1
171.23,16,4,0,0,11,0,0
12.56,22,0,1,3,43,0,1
23.54,10,5,1,3,14,0,0
63.82,11,3,1,0,25,0,0
10.93,9,0,3,4,49,0,1
7.33,19,2,2,4,27,0,0
25.89,16,7,2,2,29,0,0
3.34,2,0,3,2,41,1,0
15.06,6,0,3,3,1,0,0
25.66,2,0,3,1,46,0,1
15.33,16,7,1,0,5,0,0
4.29,22,1,0,3,21,0,0
98.91,7,0,1,3,40,0,0
22.28,20,3,0,3,37,0,1
84.03,21,0,2,4,34,0,0
15.49,18,5,0,1,2,0,0
8.33,13,6,3,4,45,0,1
26.29,4,3,2,2,18,0,0
16.19,18,0,0,3,15,0,0
6.19,12,0,3,4,46,0,0
87.34,17,5,0,3,33,0,0
10.78,22,4,0,1,11,0,0
3.19,10,3,0,0,29,0,0
75.81,22,1,2,4,29,0,1
12.13,11,1,0,1,8,0,0
10.94,7,2,3,0,1,0,0
3.44,11,1,0,3,30,0,0
114.54,0,7,3,1,43,0,1
5.53,17,7,1,2,10,0,0
21.29,1,4,2,0,6,0,1
50.03,11,5,1,0,45,0,1
30.62,18,1,1,3,1,0,0
18.92,22,5,2,2,9,0,0
3.66,6,3,1,4,43,0,0
8.94,6,2,3,1,16,0,0
24.24,0,0,3,3,3,0,1
9.14,17,0,3,2,42,0,0
24.62,7,0,3,0,2,0,0
39.72,9,4,1,0,8,0,0
52.59,22,2,2,0,30,0,0
5.89,0,0,1,2,18,0,0
180.67,14,1,2,2,3,0,0
43.27,14,7,2,4,6,0,0
20.05,3,0,1,1,45,0,0
59.71,9,0,1,0,46,0,1
213.88,7,6,3,4,13,0,0
4.76,13,7,2,2,15,0,0
16.03,12,1,2,4,22,0,0
1.86,20,0,0,0,19,0,0
24.35,16,6,2,1,44,1,0
28.94,6,1,3,4,8,0,0
19.31,5,5,2,2,14,0,0
10.44,8,5,0,3,23,0,0
2.59,19,0,0,3,25,0,1
29.18,19,0,2,4,33,1,0
86.09,7,4,3,2,1,0,0
11.12,13,4,0,4,1,0,0
31.19,19,6,0,4,17,0,0
4.19,2,2,0,3,18,0,0
31.73,22,4,1,4,25,0,0
13.55,12,6,3,3,15,0,0
9.37,20,3,3,2,27,0,0
9.39,8,2,1,2,30,0,0
13.55,20,6,2,2,9,0,0
29.44,8,7,0,3,25,0,0
5.41,21,4,0,0,34,0,0
13.5,21,7,1,0,40,0,0
19.27,10,3,2,0,40,0,0
6.69,5,3,3,0,47,0,0
121.11,22,4,2,2,11,0,0
8.55,11,7,3,0,15,0,0
10.28,3,4,0,4,29,0,1
7.55,3,0,2,3,30,0,0
121.33,22,7,3,0,11,0,0
34.91,21,1,2,2,1,1,1
7.87,16,0,2,0,17,0,0
60.72,6,4,2,3,11,0,0
24.55,5,6,1,1,29,0,0
25.98,19,7,3,1,46,0,1
14.23,7,5,3,2,12,0,0
9.49,6,7,0,2,30,0,0
28.16,7,0,3,2,44,0,0
11.65,8,1,0,0,27,0,0
123.56,0,0,1,3,36,1,0
5.64,2,0,0,3,15,0,0
93.33,17,7,0,3,9,0,0
17.97,18,2,1,1,31,0,0
27.09,10,7,1,3,25,0,0
46.21,15,7,1,2,15,0,0
10.69,17,7,2,0,34,0,0
47.67,5,5,3,1,16,1,1
1.34,1,3,2,0,23,0,0
9.78,3,2,0,4,33,0,0
7.97,4,7,1,2,29,0,0
5.73,20,7,1,1,32,1,0
16.2,13,1,2,2,32,0,1
29.54,0,0,0,0,16,0,0
40.56,21,3,3,3,15,0,0
25.56,13,0,0,4,21,0,0
10.32,20,3,1,2,28,0,0
29.05,12,3,0,4,14,1,0
22.74,21,5,2,0,21,0,0
51.22,15,1,0,2,24,0,0
43.68,3,1,2,3,35,0,1
20.71,5,0,0,4,38,0,0
8.19,8,4,0,1,43,0,0
10.45,0,7,2,0,7,0,0
11.59,21,5,2,2,31,0,0
14.65,16,1,3,1,22,0,1
26.26,22,3,3,3,25,0,0
41.07,3,3,0,3,46,1,0
19.08,5,0,1,4,42,0,0
20.41,15,4,1,0,4,0,0
23.18,6,3,3,2,33,0,0
11.99,4,1,3,1,36,0,1
7.96,8,6,0,2,26,0,0
3.47,23,2,2,1,29,0,0
10.02,18,6,2,0,47,0,1
32.24,0,5,2,3,6,0,1
9.95,7,6,1,3,19,0,0
15.83,19,4,1,2,25,0,0
32.02,22,4,1,2,10,0,0
33.81,3,7,1,4,36,0,1
6.82,22,4,2,1,48,0,0
54.44,16,0,0,4,43,0,0
62.01,0,6,0,1,10,0,1
6.49,1,7,1,0,16,0,0
8.81,20,0,1,2,15,0,0
66.09,13,5,2,1,49,0,1
17.34,21,6,2,3,34,0,0
2.18,1,2,0,0,46,0,1
4.95,0,1,3,3,40,0,0
15.65,12,7,0,0,15,0,0
6.28,22,5,0,1,1,0,0
13.28,7,6,0,3,6,0,0
20.75,21,3,2,1,19,0,0
86.68,8,3,1,4,43,0,0
15.02,23,5,2,0,6,0,1
58.71,19,3,1,2,4,0,1
83.83,20,2,3,3,10,0,0
84.29,1,7,3,1,43,0,1
26.7,16,6,3,3,40,0,0
2.82,5,2,1,1,9,0,0
31.84,2,2,0,4,1,0,0
57.31,19,1,1,2,17,0,0
18.52,16,6,3,3,41,0,0
114.96,5,5,0,3,28,0,1
47.46,7,3,3,1,49,0,0
35.46,13,7,1,1,12,0,0
59.52,9,1,0,3,46,0,0
28.03,19,2,1,4,41,0,0
1.66,9,3,1,3,39,0,0
12.19,14,6,1,0,16,0,0
66.5,7,2,0,0,14,0,0
8.96,10,2,3,3,6,0,0
16.06,15,6,3,4,47,0,1
7.07,2,5,0,1,30,0,0
119.57,14,1,2,1,45,1,1
107.93,12,4,0,3,26,0,0
8.3,10,6,2,2,20,0,0
23.27,13,3,1,1,5,0,0
10.17,6,3,3,0,15,0,0
37.15,18,4,1,0,31,0,0
33.44,14,2,2,2,18,0,0
45.23,5,7,0,2,13,0,0
27.99,19,0,1,0,43,0,1
378.19,21,1,0,3,11,0,1
7.19,6,5,0,3,44,1,1
3.63,23,5,2,3,12,0,0
13.56,13,4,0,0,19,0,0
4.19,21,4,2,2,19,0,0
4.52,3,0,0,4,1,0,0
7.38,8,3,0,0,14,0,0
7.99,6,5,0,0,17,0,0
7.73,14,7,3,1,2,0,0
33.72,2,3,0,3,39,0,1
12.11,4,4,1,1,38,0,0
16.78,16,1,3,0,21,0,0
49.12,23,4,2,0,20,0,0
9.33,0,0,0,0,23,0,0
15.42,0,2,2,4,30,0,1
28.96,15,4,1,1,1,0,0
2.88,22,7,1,2,6,0,0
1.85,13,3,1,3,15,0,0
28.39,10,1,1,3,17,0,0
32.85,13,0,0,4,36,0,0
158.26,7,3,2,1,26,1,0
23.53,18,6,2,3,2,0,0
45.59,1,3,2,0,48,0,0
16.52,22,1,3,1,45,0,1
27.04,9,5,3,3,11,0,0
106.41,4,3,0,1,43,1,0
2.4,14,2,3,4,48,0,1
30.37,0,1,1,2,10,0,1
169.96,1,4,0,2,4,0,1
26.63,18,5,0,1,19,0,0
104.64,21,1,0,4,26,0,0
10.71,16,3,2,3,39,0,0
19.45,14,6,3,0,18,0,0
20.77,23,6,1,1,44,0,0
2.19,17,4,0,1,22,0,0
6.25,20,7,1,3,42,1,1
6.71,7,2,0,0,29,0,0
45.7,20,0,1,0,15,0,0
48.05,13,0,2,3,44,0,0
27.77,7,7,1,1,33,0,0
45.79,21,2,3,3,42,0,1
17.04,22,5,1,2,11,0,0
66.82,7,6,0,3,20,0,0
20.26,18,3,0,4,27,0,0
21.28,12,4,2,1,15,0,0
15.4,4,7,2,4,3,0,1
39.82,9,1,0,1,16,0,0
13.18,6,7,0,1,28,0,0
53.33,8,4,1,2,48,0,0
6.47,13,1,0,3,42,0,0
6.69,5,6,2,3,15,0,1
39.94,9,4,2,2,40,0,0
18.38,0,7,3,2,26,0,0
12.76,10,6,3,0,34,0,0
48.91,7,1,0,4,36,0,0
10.94,5,5,1,1,27,0,1
16.44,16,1,0,0,14,0,0
81.39,3,2,2,3,3,0,1
93.61,5,7,2,0,3,0,0
96.78,14,3,2,3,23,0,1
15.15,9,7,0,2,5,0,0
68.77,16,6,0,1,2,0,0
7.78,9,0,3,1,38,0,0
8.11,4,7,2,1,36,0,0
1.91,18,6,3,2,2,0,0
107.0,6,5,2,3,15,0,0
8.47,23,2,3,2,2,0,0
17.7,18,7,0,1,36,0,0
8.08,9,1,1,1,28,0,1
40.25,18,2,1,1,14,0,0
13.8,10,2,2,3,12,0,0
5.45,2,5,0,3,30,0,0
31.24,10,5,2,0,35,0,0
4.79,5,0,3,0,8,0,0
8.69,5,1,0,4,32,0,0
2.44,14,0,3,3,20,1,0
4.84,2,1,3,2,42,0,0
24.01,21,3,2,3,15,0,0
2.82,10,2,3,0,14,0,0
4.57,7,1,2,1,26,0,0
20.04,22,5,3,0,25,0,0
11.66,22,3,2,0,19,0,0
147.24,7,0,3,0,20,1,0
125.7,22,3,3,4,26,0,0
8.43,15,5,3,4,32,0,0
35.06,2,4,2,4,23,0,0
42.49,7,1,0,2,14,0,0
11.05,7,4,1,4,22,0,0
4.5,12,5,1,2,30,0,0
19.84,0,1,2,3,28,0,0
16.9,9,5,2,3,38,0,0
12.99,4,5,1,4,40,0,0
31.26,4,6,0,3,30,0,0
9.48,16,1,0,3,3,1,0
6.35,21,2,1,1,35,0,0
22.4,13,6,3,4,4,1,0
29.55,5,6,3,4,39,0,0
6.19,13,6,2,0,34,0,1
50.81,11,6,1,0,45,0,1
3.42,19,2,1,3,11,0,0
11.27,21,6,2,0,13,0,0
15.52,21,0,0,1,2,0,0
10.63,0,4,0,4,36,0,1
11.42,4,2,1,1,30,0,0
130.46,17,0,3,4,16,0,0
8.58,13,4,1,2,32,0,0
230.72,6,2,1,4,15,0,0
31.1,14,0,3,1,23,0,0
22.02,8,6,1,3,47,0,1
32.34,14,4,0,0,35,0,0
252.13,15,3,0,0,45,0,1
7.44,8,2,3,1,17,0,0
6.55,6,4,0,0,18,0,0
9.44,6,6,3,3,32,0,0
20.74,16,7,3,0,16,0,0
3.58,10,7,1,2,1,0,0
20.54,5,5,3,4,14,0,1
109.24,13,4,0,2,2,0,0
23.37,14,5,0,4,6,0,0
14.99,20,1,2,2,26,0,0
10.82,7,7,0,0,44,0,0
49.33,23,2,1,0,8,0,0
8.79,3,7,3,3,24,0,0
127.28,0,2,0,2,39,0,0
138.85,5,4,2,4,43,1,0
25.97,0,0,2,4,31,0,1
19.86,20,5,3,0,21,0,0
56.3,4,2,0,0,20,0,0
60.03,18,4,0,0,2,0,0
8.97,4,7,2,2,43,0,0
11.86,21,2,0,4,40,0,0
5.35,4,4,0,2,20,0,0
30.24,16,5,3,4,49,0,0
39.12,11,6,0,4,22,0,0
5.21,6,0,0,3,13,0,1
12.74,14,5,2,0,20,0,0
5.22,18,3,1,2,44,0,1
8.18,22,7,0,2,31,0,1
34.85,20,7,3,0,23,0,0
9.65,12,5,2,2,26,0,0
14.87,11,0,2,3,43,0,0
3.95,18,5,3,2,30,0,0
24.22,12,0,1,4,45,0,1
19.22,5,7,0,0,9,0,1
9.69,0,6,0,0,39,0,1
16.63,5,5,3,3,42,0,1
24.05,12,5,2,2,32,0,0
8.89,12,4,3,4,44,0,0
4.59,12,6,1,1,40,0,0
122.19,19,7,2,4,12,0,0
10.66,3,4,1,4,12,0,0
18.23,4,5,1,2,27,0,0
55.19,12,6,2,1,46,0,1
684.75,8,3,1,3,26,1,0
5.79,16,6,2,2,43,0,0
31.49,2,2,1,0,14,0,0
9.9,19,2,1,1,14,0,0
11.72,17,4,2,0,11,0,0
9.77,14,0,1,1,34,0,0
6.52,22,6,1,0,8,0,0
19.27,0,5,0,2,39,0,0
4.6,8,1,1,1,15,0,0
51.77,5,7,3,3,4,0,0
21.22,17,7,1,2,1,0,0
30.64,0,1,3,1,35,0,1
12.6,21,4,2,0,6,0,0
13.91,6,4,2,4,2,1,1
26.78,9,3,0,1,47,0,1
6.27,5,3,2,2,19,0,1
14.04,6,1,3,0,31,0,0
8.5,5,1,2,2,19,0,1
8.24,7,6,2,0,23,1,1
2.44,1,1,1,2,9,0,0
76.66,8,2,3,1,19,0,0
10.11,8,3,3,1,13,0,0
64.29,6,7,3,1,8,0,0
58.49,8,0,2,0,28,0,0
5.55,16,7,3,3,27,0,0
6.76,2,3,2,2,38,0,1
259.95,15,7,2,3,42,1,0
115.69,15,2,0,3,9,0,0
19.46,1,3,0,3,15,0,0
25.98,10,4,2,4,46,0,0
10.69,15,1,2,2,34,0,0
30.95,14,3,1,4,25,0,0
9.8,0,2,0,2,1,0,1
2.63,20,3,3,4,11,0,0
5.36,16,0,0,2,15,0,0
20.51,2,0,0,1,26,0,1
6.48,21,0,0,3,47,0,0
18.78,21,7,3,0,38,0,0
6.86,18,0,2,3,33,0,0
9.19,19,1,0,2,49,0,0
47.14,6,0,0,0,35,0,0
25.73,21,0,2,3,46,0,1
19.89,10,6,2,2,27,0,0
48.37,17,0,1,3,12,0,0
32.48,13,1,0,2,20,0,0
85.33,15,4,2,4,12,0,0
12.68,5,0,3,4,37,0,1
13.07,1,3,3,1,6,0,0
5.47,22,4,1,0,20,0,0
13.08,10,0,0,4,23,1,0
52.71,10,5,2,2,15,0,0
73.7,9,3,3,3,28,0,0
52.47,3,7,1,1,34,0,0
3.34,16,0,0,3,8,0,0
59.33,9,0,3,3,20,0,1
3.19,8,3,1,0,6,0,0
49.31,12,2,2,3,26,0,0
13.9,10,5,3,0,49,1,1
40.55,9,2,0,2,18,0,0
5.3,23,0,3,3,14,0,0
64.79,4,2,2,3,20,0,0
4.64,2,1,2,3,42,0,0
10.29,3,4,1,2,45,0,1
7.4,2,6,2,4,49,0,0
3.48,9,4,0,4,1,0,1
22.08,23,3,0,2,23,0,0
122.25,12,4,3,1,40,0,0
289.14,4,5,3,1,16,0,1
22.13,12,3,2,0,45,0,0
